"PKEY","BOID","METABO","LASTUPDATE","PROCESSID","ROWCOMMENT","CREATED","CREATEDUSER","REPLACED","REPLACEDUSER","KURZBEZDT","BEZEICHNUNGDT","KURZBEZEN","BEZEICHNUNGEN","KURZBEZFR","BEZEICHNUNGFR","KURZBEZIT","BEZEICHNUNGIT","KURZBEZ05","BEZEICHNUNG05","KURZBEZ06","BEZEICHNUNG06","KURZBEZ07","BEZEICHNUNG07","KURZBEZ08","BEZEICHNUNG08","KURZBEZ09","BEZEICHNUNG09","KURZBEZ10","BEZEICHNUNG10","INTERNALNAME","SYSTEM_","ITSCOKOKATEGORIE","TIMESEG","ARCHIVETAG","MDBID"
-50346,"-50346",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","tplst","Pflichtleistung","tplst","Standard insurance benefit","Prob","Prestation obligatoire","tplst","Prestazione obbligatoria","","Pflichtleistung","","","","","","","","","","","TarmedPflichLstg","1","",,"",""
-500038,"-500038",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","TAXTYP","Taxpunkttyp","TAXTYP","Tax point type","TAXTYP","Type de point tarifaire","TAXTYP","Tipo di tassa a punti","","Taxpunkttyp","","","","","","","","","","","TaxpunktTyp","1","",,"",""
-5480,"-5480",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","TechH","Techn. History","TechH","Technical history","TechH","Historique technique","HisTec","History tecnica","","Techn. History","","","","","","","","","","","TechHistory","1","",,"",""
-500140,"-500140",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","TelMed","Modell","TelMed","Model","TelMed","Modèle","TelMed","Modello","","Modell","","","","","","","","","","","TelMedModell","0","",,"",""
-50505,"-50505",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","TVK","Temp-Variable-Konverter","TVK","Time-Variable-Converter","CTV","Convertisseur-Temp-Variable","TVK","Convertitore variabili temporali","","Temp-Variable-Konverter","","","","","","","","","","","Temp_VAR_Converter","1","",,"",""
-50433,"-50433",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","txtk","TextKategorie","txtk","Text Category","catxt","Catégorie de texte","txtk","Categoria di testo","","TextKategorie","","","","","","","","","","","TextKategorie","0","",,"",""
-270,"-270",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","Titel","Titel","Title","Title","Titre","Titre","Titolo","Titolo","","Titel","","","","","","","","","","","Titel","0","",,"",""
-50763,"-50763",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","TIBATY","Title-Bar Typ","TIBATY","Title Bar Type","TYTIS","Type de titre standard","TIBATI","Tipo di barra di titolo","","Title-Bar Typ","","","","","","","","","","","TitleBarTyp","1","",,"",""
-50427,"-50427",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","trcd","TradeCode","trcd","TradeCode","trcd","TradeCode","trcd","Codice commercio","","TradeCode","","","","","","","","","","","TradeCode","1","",,"",""
-1970,"-1970",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","Transa","TransaktionsArt","Transa","Transaction mode","Transa","Genre de transaction","Trasf","Genere di transazione","","TransaktionsArt","","","","","","","","","","","TransaktionsArt","1","",,"",""
-500046,"-500046",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","TArt","TriggerArt","TArt","Trigger type","Gdec","Genre de déclenchement","GenTr","Genere di trigger","","TriggerArt","","","","","","","","","","","TrigArt","1","",,"",""
-5250,"-5250",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","Trig","TriggerType","Trig","Trigger type","Trig","TriggerType","Trig","Tipo di trigger","","TriggerType","","","","","","","","","","","TriggerType","1","",,"",""
-1585,"-1585",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","Trilea","TrileanCode","Trilea","Trilean code","Trilea","TrileanCode","Trilea","Codice trileano","","TrileanCode","","","","","","","","","","","TrileanCode","1","",,"",""
-10710,"-10710",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","UBAbr","Überschussbeteiligung Abrechnungstatus","UBAbr","Settlement status of profit participation share","AREXC","Participation aux excédents statut du décompte","PEcont","Partecipazione agli eccedenti, stato del conteggio","","Überschussbeteiligung Abrechnungstatus","","","","","","","","","","","UBeteil_AbrStatus","1","",,"",""
-1130,"-1130",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","UR_Reg","UR_Region","UR_Reg","UR_Region","UR_Reg","UR_région","UR_Reg","UR_Regione","","UR_Region","","","","","","","","","","","UR_Region","1","",,"",""
-500107,"-500107",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","UVGST","UVGR Status Kurz Lang","UVGST","UVGR Status Short Long","UVGST","UVGR statut court long","UVGST","Stato LAINF breve/lungo","","UVGR Status Kurz Lang","","","","","","","","","","","UVGRStatKzLang","1","",,"",""
-5855,"-5855",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","UEBERS","UeberBeteilStatus","UEBERS","Capital bonus status","SURSP","Surmod.statut part.","PAEC","Stato partecipazione agli eccedenti","","UeberBeteilStatus","","","","","","","","","","","UeberBeteilStatus","1","",,"",""
-50210,"-50210",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","UEA","UeberentschArt","UEA","Overcompensation type","EGSUI","Genre de surindemnisation","TSI","Tipo di sovraindennizzo","","UeberentschArt","","","","","","","","","","","UeberentschArt","1","",,"",""
-11361,"-11361",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","UMKA","Übermittlungskanal für Anfragen","CCRQ","Communication Channel for Requests","CTD","Canal de transmission pour demandes","CACO","Canale di comunicazione per domande","","Übermittlungskanal für Anfragen","","","","","","","","","","","UebermitKanalAnfrage","1","",,"",""
-11362,"-11362",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","UMKA","Übermittlungskanal für Antworten","CCRQ","Communication Channel for Answers","CTR","Canal de transmission pour réponses","CACO","Canale di comunicazione per risposte","","Übermittlungskanal für Antworten","","","","","","","","","","","UebermitKanalAntwort","1","",,"",""
-730,"-730",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","Überst","Übersteuerung","Overrd","Overload","Surmo","Surmodulation","sovram","Sovramodulazione","","Übersteuerung","","","","","","","","","","","Uebersteuerung","1","",,"",""
-1730,"-1730",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","u","Unbenutzt","Unuse","Unused","NU","Non utilisé","i","inutilizzato","","Unbenutzt","","","","","","","","","","","Unbenutzt","1","",,"",""
-11120,"-11120",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","UNFKAT","UnfallKategorie","UNFKAT","Accident category","CATACC","Catégorie d'accident","CATINF","Categoria di infortunio","","UnfallKategorie","","","","","","","","","","","UnfallKategorie","0","",,"",""
-800,"-800",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","Unfall","Unfall","Accid","Accident","Accid","Accident","Infort","Infortunio","","Unfall","","","","","","","","","","","Unfalldeckung","1","",,"",""
-50375,"-50375",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","UNFORT","Unfallort","UNFORT","Place of accident","LACC","Lieu de l'accident","UNFORT","Luogo dell'infortunio","","Unfallort","","","","","","","","","","","Unfallort","1","",,"",""
-7580,"-7580",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","Einh","Einheit","Einh","Unit","Unit","Unité","Unita","Unità","","Einheit","","","","","","","","","","","Unit","1","",,"",""
-50328,"-50328",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","UVPB","Untergeordnete Vertriebspartner berücksichtigen","UVPB","Consider subordinate distribution partner","PCPCS","Prendre en considération les part. comm. subord.","UVPB","Considerare partner di distribuzione subordinato","","Untergeordnete Vertriebspartner berücksichtigen","","","","","","","","","","","UnterVPBeruecks","1","",,"",""
-9890,"-9890",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","UntbrB","UnterbrBerechng","UntbrB","Calculation termination","Interr","Interruption","Interr","Interruzione del calcolo","","UnterbrBerechng","","","","","","","","","","","UnterbrBerechng","1","",,"",""
-50761,"-50761",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","UNTAUF","Unterbrechnungszeiten AUF","INPDIS","Interruption periods / disability","TEINIT","Temps d'interruption IDT","PINTON","Periodo di interruzione SU","","Unterbrechnungszeiten AUF","","","","","","","","","","","UnterbrechnungszeitenAUF","1","",,"",""
-500179,"-500179",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","UKLT","Unterklassenteil","SubClP","Sub-class part","PSC","Partie de la sous-classe","PaSC","Parte sottoclasse","","Unterklassenteil","","","","","","","","","","","Unterklassenteil","0","",,"",""
-4000,"-4000",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","Unters","Unterstützungspflichtig","EntSup","Entitled to support","ObSou","Obligation de soutien","Assobl","Assistenza obbligatoria","","Unterstützungspflichtig","","","","","","","","","","","Unterstuetzungspflichtig","1","",,"",""
-7120,"-7120",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","USE","Usability","USE","Usability","USE","Usability","USE","Utilizzabilità","","Usability","","","","","","","","","","","Usability","1","",,"",""
-9600,"-9600",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","VABer","VArtBerechArt","VABer","Contract type calculation method","GdDec","Genre A genre de décompte","CalcVA","Genere di calcolo VA","","VArtBerechArt","","","","","","","","","","","VArtBerechArt","1","",,"",""
-1500,"-1500",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","Kopiep","Kopie prüfen (Vertrag)","CopyCh","Check copy (policy)","VerCop","Vérifier la copie (contrat)","VerCop","Verificare copia (contratto)","","Kopie prüfen (Vertrag)","","","","","","","","","","","VCheckKopie","1","",,"",""
-1140,"-1140",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","VD_Reg","VD_Region","VD_Reg","VD_Region","VD_Reg","VD_région","VD_Reg","VD_Regione","","VD_Region","","","","","","","","","","","VD_Region","1","",,"",""
-500150,"-500150",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","VCtx","Kontext: Veka","VCtx","VEKAContext","CACTX","Contexte: CA","TACTX","Contesto: TA","","Kontext: Veka","","","","","","","","","","","VEKAContext","1","",,"",""
-50387,"-50387",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","VAEMOD","Vertrag ändern Modus","VAEMOD","Change Contract Module","MMODC","Mode modification contrat","VAEMOD","Modo di modifica del contratto","","Vertrag ändern Modus","","","","","","","","","","","VERTRAG_AENDERN_MODUS","1","",,"",""
-230,"-230",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","VIP","VIP","VIP","VIP","VIP","VIP","VIP","VIP","","VIP","","","","","","","","","","","VIP","1","",,"",""
-7970,"-7970",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","VMVTYP","VMVerwendungsTyp","VMVTYP","VM application type","TYPUTI","Type d'utilisation VM","GUVM","Genere di utilizzo VM","","VMVerwendungsTyp","","","","","","","","","","","VMVerwendungsTyp","1","",,"",""
-7700,"-7700",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","VPAuSt","VPAustrittStatus","VPAuSt","VP withdrawal status","EtSor","Etat des sorties VP","UscPD","Stato uscita partner di distribuzione","","VPAustrittStatus","","","","","","","","","","","VPAustrittStatus","1","",,"",""
-7930,"-7930",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","EndPer","Beenden Per","EndPer","Terminate with","EndAu","Terminer au","ChiudA","Chiudere al","","Beenden Per","","","","","","","","","","","VPBeendenPer","1","",,"",""
-50312,"-50312",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","VPCTX","Kontext: EV Produkt","VPCTX","VP context","PCICTX","Contexte: Produit CI","PCSCTX","Contesto: prodotto CS","","Kontext: EV Produkt","","","","","","","","","","","VPContext","1","",,"",""
-3090,"-3090",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","VPMuta","VPMutationen","VPMuta","VP mutations","VPMuta","Mutations VP","ModPD","Modifica PD","","VPMutationen","","","","","","","","","","","VPMutationen","1","",,"",""
-7070,"-7070",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","VPRoll","VPRolle","VPRoll","VP role","VPRol","Rôle VP","RuolPD","Ruolo PD","","VPRolle","","","","","","","","","","","VPRolle","1","",,"",""
-50317,"-50317",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","VPSCTX","Kontext: EV Produktstruktur","VPSCTX","VPStrukturContext","PCICTX","Contexte: Structure du produit CI","SPCCTX","Contesto: struttura prodotto CS","","Kontext: EV Produktstruktur","","","","","","","","","","","VPStrukturContext","1","",,"",""
-7600,"-7600",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","VParBO","betroffenes BO","VParBO","BO concerned","BOCo","BO concerné","BOint","BO interessato","","betroffenes BO","","","","","","","","","","","VParamBetrBO","1","",,"",""
-1150,"-1150",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","VS_Reg","VS_Region","VS_Reg","VS_Region","VS_Reg","VS_région","VS_Reg","VS_Regione","","VS_Region","","","","","","","","","","","VS_Region","1","",,"",""
-50920,"-50920",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","VZDTyp","Verzugszins-Detailtyp","","","TYDEMO","Type de détail des intérêts moratoires","TINMO","Tipo dettaglio interesse di mora","","Verzugszins-Detailtyp","","","","","","","","","","","VZDetTyp","1","",,"",""
-50931,"-50931",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","VZUrsp","Ursprung Verzugszins","","","ORINM","Origine intérêts moratoires","INTMOR","Interesse di mora originario","","Ursprung Verzugszins","","","","","","","","","","","VZUrsprung","1","",,"",""
-50493,"-50493",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","ValAD","Validierung mit Abschlussprovisionsdefinitionen","ValAD","Validation with acqsn. commn. defn.","ValAD","Validation avec les déf. de la comm. de conclusion","ValAD","Convalida con definizione della provvigione alla stipulazione","","Validierung mit Abschlussprovisionsdefinitionen","","","","","","","","","","","ValidateAbschlussDef","1","",,"",""
-50909,"-50909",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","VCON","Validierungsbedingung","","","CONVAL","Condition de validation","CONCON","Condizione di convalida","","Validierungsbedingung","","","","","","","","","","","ValidateCondition","1","",,"",""
-50692,"-50692",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","VU","ValueUnit","VU","Value Unit","VU","ValueUnit","UV","Unità di valore","","ValueUnit","","","","","","","","","","","ValueUnit","0","",,"",""
-50659,"-50659",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","VaInLe","Valuta bei Inkasso Leistung","VaInLe","Value date with Collections Benefit","VaPe","Valeur de la prestation d'encaissement","VaInLe","Valuta della prestazione di incasso","","Valuta bei Inkasso Leistung","","","","","","","","","","","ValutaInkassoLst","1","",,"",""
-6030,"-6030",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","VarTyp","Variable Typ","VarTyp","Variable type","VarTyp","Type de variable","TipVar","Tipo variabile","","Variable Typ","","","","","","","","","","","VariableTyp","1","",,"",""
-500160,"-500160",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","VBA","Attribute Bestellrecord","VBA","Order record Attribute","VBA","Attribut du record de commande","VBA","Attributi record per ordinazione","","Attribute Bestellrecord","","","","","","","","","","","VeKaBestellrecordAttr","1","",,"",""
-500064,"-500064",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","VeKaUa","VeKaDeckung Unterart","VeKaUa","VeKa cover subtype","VeKaCo","Couverture sous-genre VeKa","SSCaPA","Sottogenere di copertura categoria assicurativa","","VeKaDeckung Unterart","","","","","","","","","","","VeKaDeckUnterart","1","",,"",""
-500063,"-500063",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","VeKaDa","VeKa Deckungsart","VeKaDa","VeKa type of cover","VeKaGC","Genre de couverture VeKa","GCCaPA","Genere di copertura categoria assicurativa","","VeKa Deckungsart","","","","","","","","","","","VeKaDeckungsart","1","",,"",""
-500089,"-500089",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","VeKaMu","VeKaMuGru","VeKaMu","VeKaMuGru","VeKaMG","VeKaMuGrou","MoCaPA","Motivo di modifica CaPA","","VeKaMuGru","","","","","","","","","","","VeKaMuGru","0","",,"",""
