"PKEY","BOID","METABO","LASTUPDATE","PROCESSID","ROWCOMMENT","CREATED","BIZCREATED","CREATEDUSER","BIZUSER","REPLACED","REPLACEDUSER","GUELTAB","GUELTBIS","STATEFROM","STATEUPTO","STATEBEGIN","STATEEND","KURZBEZDT","BEZEICHNUNGDT","KURZBEZEN","BEZEICHNUNGEN","KURZBEZFR","BEZEICHNUNGFR","KURZBEZIT","BEZEICHNUNGIT","KURZBEZ05","BEZEICHNUNG05","KURZBEZ06","BEZEICHNUNG06","KURZBEZ07","BEZEICHNUNG07","KURZBEZ08","BEZEICHNUNG08","KURZBEZ09","BEZEICHNUNG09","KURZBEZ10","BEZEICHNUNG10","INTERNALNAME","AKTIV","TARIFGRUPPETYP","TARIFGRPERSTELLER","TARIFGRUPPEART","QUALIPRUEFMOEGL","CODE","BESCHREIBUNGDT","BESCHREIBUNGEN","BESCHREIBUNGFR","BESCHREIBUNGIT","BESCHREIBUNG05","BESCHREIBUNG06","BESCHREIBUNG07","BESCHREIBUNG08","BESCHREIBUNG09","BESCHREIBUNG10","LASTMUTATION","TAEL_ID","REGINTERNGENERELL","TIMESEG","ARCHIVETAG","MDBID"
2026,"1659",-1083,2014-01-21 11:37:08.527859000,"B.144","",2014-01-21 11:37:08.527859000,2014-01-21 11:37:08.527859000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,2008-01-01,3000-01-01,1000-01-01,3000-01-01,"39.02.","Röntgen: Obere Extremität","39.02.","Röntgen: Obere Extremität","39.02.","Radiologie: membres supérieurs","39.02.","Radiografia: estremità superiori","","","","","","","","","","","","","K_001_39.02.01.04","-10110","-49993","-63029","-62331","-10110","39.02.01.04","","","","","","","","","","",,7879248,"-62241",3000-01-01,"",""
2035,"1666",-1083,2014-01-21 11:37:09.125321000,"B.144","",2014-01-21 11:37:09.125321000,2014-01-21 11:37:09.125321000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,2001-01-01,2006-03-31,1000-01-01,2006-03-31,"31.04","Single Photon Emissionscomputertomografie (SPECT), Positronen Emissions Tomografie (PET)","31.04","Single Photon Emissionscomputertomografie (SPECT), Positronen Emissions Tomografie (PET)","31.04","Tomogaphie par émission monophotonique (SPECT), tomographie par émission de positrons (TEP)","31.04","Single photon emission tomography (SPECT),  positron emission tomography (PET)","","","","","","","","","","","","","K_001_31.04","-10110","-49993","-63029","-62331","-10110","31.04","","","","","","","","","","",,7879098,"-62241",3000-01-01,"",""
2037,"1666",-1083,2014-01-21 11:37:09.125321000,"B.144","",2014-01-21 11:37:09.125321000,2014-01-21 11:37:09.125321000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,2006-04-01,2007-12-31,2006-04-01,2007-12-31,"31.04","Single Photon Emissionscomputertomografie ({SPECT}), Positronen Emissions Tomografie ({PET})","31.04","Single Photon Emissionscomputertomografie ({SPECT}), Positronen Emissions Tomografie ({PET})","31.04","Tomographie par émission monophotonique ({SPECT}), tomographie par émission de positrons ({TEP})","31.04","Single photon emission tomography ({SPECT}),  positron emission tomography ({TEP})","","","","","","","","","","","","","K_001_31.04","-10110","-49993","-63029","-62331","-10110","31.04","","","","","","","","","","",,7879098,"-62241",3000-01-01,"",""
2049,"1676",-1083,2014-01-21 11:37:10.070342000,"B.144","",2014-01-21 11:37:10.070342000,2014-01-21 11:37:10.070342000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,2001-01-01,3000-01-01,1000-01-01,3000-01-01,"31.05","Aktivitätsmessung, Funktions-Test","31.05","Aktivitätsmessung, Funktions-Test","31.05","Mesure d'activité, test fonctionnel","31.05","Misurazione del livello di attività, test di funzione","","","","","","","","","","","","","K_001_31.05","-10110","-49993","-63029","-62331","-10110","31.05","","","","","","","","","","",,7879101,"-62241",3000-01-01,"",""
2058,"1682",-1083,2014-01-21 11:37:10.834552000,"B.144","",2014-01-21 11:37:10.834552000,2014-01-21 11:37:10.834552000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,2001-01-01,3000-01-01,1000-01-01,3000-01-01,"31.06","Nuklearmedizinische Therapie","31.06","Nuklearmedizinische Therapie","31.06","Traitement de médecine nucléaire","31.06","Terapia di medicina nucleare","","","","","","","","","","","","","K_001_31.06","-10110","-49993","-63029","-62331","-10110","31.06","","","","","","","","","","",,7879104,"-62241",3000-01-01,"",""
2066,"1689",-1083,2014-01-21 11:37:11.620548000,"B.144","",2014-01-21 11:37:11.620548000,2014-01-21 11:37:11.620548000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,2001-01-01,3000-01-01,1000-01-01,3000-01-01,"31.07","Technische Grundleistungen für Nuklearmedizin","31.07","Technische Grundleistungen für Nuklearmedizin","31.07","Prestations techniques de base de médecine nucléaire","31.07","Prestazioni tecniche di base per la medicina nucleare","","","","","","","","","","","","","K_001_31.07","-10110","-49993","-63029","-62331","-10110","31.07","","","","","","","","","","",,7879107,"-62241",3000-01-01,"",""
2075,"1696",-1083,2014-01-21 11:37:12.387173000,"B.144","",2014-01-21 11:37:12.387173000,2014-01-21 11:37:12.387173000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,2001-01-01,3000-01-01,1000-01-01,3000-01-01,"31","Nuklearmedizin","31","Nuklearmedizin","31","Médecine nucléaire","31","Medicina nucleare","","","","","","","","","","","","","K_001_31","-10110","-49993","-63029","-62331","-10110","31","","","","","","","","","","",,7879110,"-62241",3000-01-01,"",""
2083,"1703",-1083,2014-01-21 11:37:12.802682000,"B.144","",2014-01-21 11:37:12.802682000,2014-01-21 11:37:12.802682000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,2008-01-01,3000-01-01,1000-01-01,3000-01-01,"39.02.","Röntgen: Technische Grundleistungen","39.02.","Röntgen: Technische Grundleistungen","39.02.","Radiologie: prestations de base techniques","39.02.","Radiografia: prestazioni tecniche di base","","","","","","","","","","","","","K_001_39.02.07","-10110","-49993","-63029","-62331","-10110","39.02.07","","","","","","","","","","",,7879272,"-62241",3000-01-01,"",""
2092,"1711",-1083,2014-01-21 11:37:13.594594000,"B.144","",2014-01-21 11:37:13.594594000,2014-01-21 11:37:13.594594000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,2008-01-01,3000-01-01,1000-01-01,3000-01-01,"39.02","Röntgen","39.02","Röntgen","39.02","Radiologie","39.02","Radiografia","","","","","","","","","","","","","K_001_39.02","-10110","-49993","-63029","-62331","-10110","39.02","","","","","","","","","","",,7879275,"-62241",3000-01-01,"",""
2102,"1718",-1083,2014-01-21 11:37:14.391133000,"B.144","",2014-01-21 11:37:14.391133000,2014-01-21 11:37:14.391133000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,2008-01-01,3000-01-01,1000-01-01,3000-01-01,"39.03.","Ultraschall: Schwangerschaft","39.03.","Ultraschall: Schwangerschaft","39.03.","Ultrasons: grossesse","39.03.","Ultrasonografia: gravidanza","","","","","","","","","","","","","K_001_39.03.01","-10110","-49993","-63029","-62331","-10110","39.03.01","","","","","","","","","","",,7879278,"-62241",3000-01-01,"",""
2113,"1727",-1083,2014-01-21 11:37:15.224428000,"B.144","",2014-01-21 11:37:15.224428000,2014-01-21 11:37:15.224428000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,2008-01-01,3000-01-01,1000-01-01,3000-01-01,"39.05.","{MRI}: Technische Grundleistungen","39.05.","{MRI}: Technische Grundleistungen","39.05.","{IRM}: prestations de base techniques","39.05.","{IMR}: prestazioni tecniche di base","","","","","","","","","","","","","K_001_39.05.04","-10110","-49993","-63029","-62331","-10110","39.05.04","","","","","","","","","","",,7879338,"-62241",3000-01-01,"",""
2122,"1735",-1083,2014-01-21 11:37:16.048729000,"B.144","",2014-01-21 11:37:16.048729000,2014-01-21 11:37:16.048729000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,2008-01-01,3000-01-01,1000-01-01,3000-01-01,"39.05","Magnetic Resonance Imaging {MRI}","39.05","Magnetic Resonance Imaging {MRI}","39.05","Imagerie par résonance magnétique {IRM}","39.05","Risonanza magnetica {IMR}","","","","","","","","","","","","","K_001_39.05","-10110","-49993","-63029","-62331","-10110","39.05","","","","","","","","","","",,7879341,"-62241",3000-01-01,"",""
2131,"1743",-1083,2014-01-21 11:37:16.863825000,"B.144","",2014-01-21 11:37:16.863825000,2014-01-21 11:37:16.863825000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,2008-01-01,3000-01-01,1000-01-01,3000-01-01,"39","Bildgebende Verfahren","39","Bildgebende Verfahren","39","Imagerie médicale","39","Procedimenti di formazione d'immagini","","","","","","","","","","","","","K_001_39","-10110","-49993","-63029","-62331","-10110","39","","","","","","","","","","",,7879410,"-62241",3000-01-01,"",""
2140,"1751",-1083,2014-01-21 11:37:17.693468000,"B.144","",2014-01-21 11:37:17.693468000,2014-01-21 11:37:17.693468000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,2008-01-01,3000-01-01,1000-01-01,3000-01-01,"39.03.","Ultraschall: Bewegungsapparat, Weichteile","39.03.","Ultraschall: Bewegungsapparat, Weichteile","39.03.","Ultrasons: appareil locomoteur, parties molles","39.03.","Ultrasonografia: apparato locomotorio, parti molli","","","","","","","","","","","","","K_001_39.03.02.04","-10110","-49993","-63029","-62331","-10110","39.03.02.04","","","","","","","","","","",,7879290,"-62241",3000-01-01,"",""
2151,"1759",-1083,2014-01-21 11:37:18.508988000,"B.144","",2014-01-21 11:37:18.508988000,2014-01-21 11:37:18.508988000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,2008-01-01,3000-01-01,1000-01-01,3000-01-01,"39.03.","Ultraschall: Mammae","39.03.","Ultraschall: Mammae","39.03.","Ultrasons: seins","39.03.","Ultrasonografia: mammelle","","","","","","","","","","","","","K_001_39.03.02.05","-10110","-49993","-63029","-62331","-10110","39.03.02.05","","","","","","","","","","",,7879293,"-62241",3000-01-01,"",""
2155,"1763",-1083,2014-01-21 11:37:19.145491000,"B.144","",2014-01-21 11:37:19.145491000,2014-01-21 11:37:19.145491000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,2001-01-01,3000-01-01,1000-01-01,3000-01-01,"I","Generelle Interpretationen (GI) für den gesamten Tarif","I","Generelle Interpretationen (GI) für den gesamten Tarif","I","Interprétations générales pour l'ensemble du tarif","I","Le interpretazioni generali (IG) per il tariffario","","","","","","","","","","","","","K_001_I","-10110","-49993","-63029","-62331","-10110","I","","","","","","","","","","",,7879419,"-62241",3000-01-01,"",""
2156,"1764",-1083,2014-01-21 11:37:19.145934000,"B.144","",2014-01-21 11:37:19.145934000,2014-01-21 11:37:19.145934000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,2001-01-01,2007-12-31,1000-01-01,3000-01-01,"30.06.","Arteriografie: Lyse, Thrombektomie","30.06.","Arteriografie: Lyse, Thrombektomie","30.06.","Artériographie: lyse, thrombectomie","30.06.","Arteriografia: lisi, trombectomia","","","","","","","","","","","","","K_001_30.06.01.04","-10110","-49993","-63029","-62331","-10110","30.06.01.04","","","","","","","","","","",,7879035,"-62241",3000-01-01,"",""
2161,"1768",-1083,2014-01-21 11:37:19.631232000,"B.144","",2014-01-21 11:37:19.631232000,2014-01-21 11:37:19.631232000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,2008-01-01,3000-01-01,1000-01-01,3000-01-01,"39.06.","Angiografie: Lunge","39.06.","Angiografie: Lunge","39.06.","Angiographie: poumons","39.06.","Angiografia: polmone","","","","","","","","","","","","","K_001_39.06.04","-10110","-49993","-63029","-62331","-10110","39.06.04","","","","","","","","","","",,7879374,"-62241",3000-01-01,"",""
2165,"1772",-1083,2014-01-21 11:37:19.636943000,"B.144","",2014-01-21 11:37:19.636943000,2014-01-21 11:37:19.636943000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,2008-01-01,3000-01-01,1000-01-01,3000-01-01,"39.03.","Ultraschall: Gefässe mit Dopplersystemen","39.03.","Ultraschall: Gefässe mit Dopplersystemen","39.03.","Ultrasons: vaisseaux avec systèmes Doppler","39.03.","Ultrasonografia: vasi sanguigni con sistemi Doppler","","","","","","","","","","","","","K_001_39.03.03","-10110","-49993","-63029","-62331","-10110","39.03.03","","","","","","","","","","",,7879299,"-62241",3000-01-01,"",""
2169,"1776",-1083,2014-01-21 11:37:20.271411000,"B.144","",2014-01-21 11:37:20.271411000,2014-01-21 11:37:20.271411000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,2008-01-01,3000-01-01,1000-01-01,3000-01-01,"39.06.","Angiografie: Dialyse-Shunts","39.06.","Angiografie: Dialyse-Shunts","39.06.","Angiographie: shunt de dialyse","39.06.","Angiografia: dialisi tramite shunts","","","","","","","","","","","","","K_001_39.06.05","-10110","-49993","-63029","-62331","-10110","39.06.05","","","","","","","","","","",,7879377,"-62241",3000-01-01,"",""
2174,"1781",-1083,2014-01-21 11:37:20.488917000,"B.144","",2014-01-21 11:37:20.488917000,2014-01-21 11:37:20.488917000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-03-31,2001-01-01,2007-03-31,1000-01-01,3000-01-01,"36.02","Notfallaufnahme nichtanerkannt","36.02","Notfallaufnahme nichtanerkannt","36.02","Admisssion en urgence, service non reconnu","36.02","Pronto soccorso non riconosciuto","","","","","","","","","","","","","K_001_36.02","-10110","-49993","-63029","-62331","-10110","36.02","","","","","","","","","","",,7879200,"-62241",3000-01-01,"",""
2176,"1783",-1083,2014-01-21 11:37:21.130897000,"B.144","",2014-01-21 11:37:21.130897000,2014-01-21 11:37:21.130897000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2012-06-01,3000-01-01,2012-06-01,3000-01-01,1000-01-01,3000-01-01,"29.05.","Allgemeine Schmerztherapie: Schädel","29.05.","Allgemeine Schmerztherapie: Schädel","29.05.","Traitement général de la douleur : crâne","29.05.","Terapia generale del dolore: cranio","","","","","","","","","","","","","K_001_29.05.01","-10110","-49993","-63029","-62331","-10110","29.05.01","","","","","","","","","","",,8998456,"-62241",3000-01-01,"",""
2183,"1790",-1083,2014-01-21 11:37:21.570827000,"B.144","",2014-01-21 11:37:21.570827000,2014-01-21 11:37:21.570827000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,2008-01-01,3000-01-01,1000-01-01,3000-01-01,"39.06.","Angiografie: Perkutane transhepatische Cholangiografie ({PTC})","39.06.","Angiografie: Perkutane transhepatische Cholangiografie ({PTC})","39.06.","Angiographie: cholangiographie transhépatique percutanée ({CTP})","39.06.","Angiografia: colangiografia percutanea transepatica ({CPT})","","","","","","","","","","","","","K_001_39.06.07","-10110","-49993","-63029","-62331","-10110","39.06.07","","","","","","","","","","",,7879383,"-62241",3000-01-01,"",""
2198,"1805",-1083,2014-01-21 11:37:23.999073000,"B.144","",2014-01-21 11:37:23.999073000,2014-01-21 11:37:23.999073000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,2010-03-31,2008-01-01,2010-03-31,1000-01-01,3000-01-01,"39.07","Bildgebend überwachte Eingriffe","39.07","Bildgebend überwachte Eingriffe","39.07","Interventions sous contrôle d'imagerie médicale","39.07","Interventi sorvegliati mediante procedimenti di formazione d'immagini","","","","","","","","","","","","","K_001_39.07","-10110","-49993","-63029","-62331","-10110","39.07","","","","","","","","","","",,7879398,"-62241",3000-01-01,"",""
2200,"1807",-1083,2014-01-21 11:37:24.435594000,"B.144","",2014-01-21 11:37:24.435594000,2014-01-21 11:37:24.435594000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2010-04-01,3000-01-01,2010-04-01,3000-01-01,1000-01-01,3000-01-01,"39.08.","Ärztliche Leistungen","39.08.","Ärztliche Leistungen","39.08.","Prestations médicales","39.08.","Prestazioni mediche","","","","","","","","","","","","","K_001_39.08.01","-10110","-49993","-63029","-62331","-10110","39.08.01","","","","","","","","","","",,7879401,"-62241",3000-01-01,"",""
2202,"1809",-1083,2014-01-21 11:37:24.882843000,"B.144","",2014-01-21 11:37:24.882843000,2014-01-21 11:37:24.882843000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2010-04-01,3000-01-01,2010-04-01,3000-01-01,1000-01-01,3000-01-01,"39.08.","Technische Grundleistungen","39.08.","Technische Grundleistungen","39.08.","Prestations techniques de base","39.08.","Prestazioni tecniche di base","","","","","","","","","","","","","K_001_39.08.02","-10110","-49993","-63029","-62331","-10110","39.08.02","","","","","","","","","","",,7879404,"-62241",3000-01-01,"",""
2205,"1811",-1083,2014-01-21 11:37:25.346612000,"B.144","",2014-01-21 11:37:25.346612000,2014-01-21 11:37:25.346612000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2010-04-01,3000-01-01,2010-04-01,3000-01-01,1000-01-01,3000-01-01,"39.08","Bildgebend überwachte Eingriffe","39.08","Bildgebend überwachte Eingriffe","39.08","Interventions sous contrôle d'imagerie médicale","39.08","Interventi sorvegliati mediante procedimenti di formazione d'immagini","","","","","","","","","","","","","K_001_39.08","-10110","-49993","-63029","-62331","-10110","39.08","","","","","","","","","","",,7879407,"-62241",3000-01-01,"",""
2211,"1343",-1083,2014-01-21 11:39:25.957871000,"B.144","",2014-01-21 11:39:25.957871000,2014-01-21 11:36:31.739456000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,2008-01-01,3000-01-01,2008-01-01,3000-01-01,"07.07","Operative Versorgung bei Zahndystopie, Knochenzyste, Knochentumor, Osteomyelitis im ,{MKG}-Bereich","07.07","Operative Versorgung bei Zahndystopie, Knochenzyste, Knochentumor, Osteomyelitis im ,{MKG}-Bereich","07.07","Intervention en cas de dystopie dentaire, de kyste osseux, de tumeur osseuse ou d'ostéomyélite dans les régions buccale ou maxillo-faciale","07.07","Intervento chirurgico per distopia dentaria, cisti ossea, tumore osseo, osteomielite della regione ({CMF})","","","","","","","","","","","","","K_001_07.07","-10110","-49993","-63029","-62331","-10110","07.07","","","","","","","","","","",,7878036,"-62241",3000-01-01,"",""
2212,"1344",-1083,2014-01-21 11:39:26.305915000,"B.144","",2014-01-21 11:39:26.305915000,2014-01-21 11:36:31.942363000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,2008-01-01,3000-01-01,2008-01-01,3000-01-01,"07.08","Nervenchirurgie im {MKG}-Bereich","07.08","Nervenchirurgie im {MKG}-Bereich","07.08","Chirurgie des nerfs dans les régions buccale ou maxillo-faciale","07.08","Chirugia die nervi della regione ({CMF})","","","","","","","","","","","","","K_001_07.08","-10110","-49993","-63029","-62331","-10110","07.08","","","","","","","","","","",,7878039,"-62241",3000-01-01,"",""
2213,"1666",-1083,2014-01-21 11:39:26.878134000,"B.144","",2014-01-21 11:39:26.878134000,2014-01-21 11:37:09.125321000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,2008-01-01,3000-01-01,2008-01-01,3000-01-01,"31.04","Single Photon Emissionscomputertomografie ({SPECT}), Positronen Emissions Tomografie ({PET})","31.04","Single Photon Emissionscomputertomografie ({SPECT}), Positronen Emissions Tomografie ({PET})","31.04","Tomographie par émission monophotonique ({SPECT}), tomographie par émission de positrons ({TEP})","31.04","Single photon emission tomography ({SPECT}), positron emission tomography ({TEP})","","","","","","","","","","","","","K_001_31.04","-10110","-49993","-63029","-62331","-10110","31.04","","","","","","","","","","",,7879098,"-62241",3000-01-01,"",""
2215,"1232",-1083,2014-01-21 11:39:31.100417000,"B.144","",2014-01-21 11:39:31.100417000,2014-01-21 11:36:14.380658000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,2009-03-01,3000-01-01,2009-03-01,3000-01-01,"48","Alleinige radioonkologische Leistungen","48","Alleinige radioonkologische Leistungen","48","Prestations radio-oncologiques exclusives","48","Singole prestazioni radiooncologiche","","","","","","","","","","","","","G_001_48","-10110","-49995","-63029","-62331","-10110","LG-48","","","","","","","","","","",,7877700,"-62241",3000-01-01,"",""
2218,"1817",-1083,2014-01-21 11:43:58.632129000,"B.145","",2014-01-21 11:43:58.632129000,2014-01-21 11:43:58.632129000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"E3","Selbstdispensationm Betäubungsmittel","E3","Selbstdispensationm Betäubungsmittel","E3","Propharmacie narcotiques","E3","Consegna diretta di stupefacenti","","","","","","","","","","","","","Q_E3_Selbstdispensation_Betaeubungsmittel","-10110","4","-62210","-62332","","E3","","","","","","","","","","",,,"-62241",3000-01-01,"",""
